Track Number,Popularity,Danceability
7,71,0.579
1,37,0.503
16,0,0.651
4,0,0.567
1,8,0.477
14,42,0.684
5,54,0.608
11,13,0.623
6,0,0.591
3,0,0.441
18,43,0.502
1,26,0.773
10,53,0.601
6,0,0.752
2,0,0.582
2,51,0.354
3,0,0.725
1,0,0.829
4,0,0.384
9,35,0.84
1,69,0.703
2,58,0.656
4,49,0.363
6,0,0.719
10,0,0.361
3,25,0.359
10,0,0.64
3,0,0.732
12,24,0.818
1,31,0.454
2,59,0.625
2,0,0.612
1,65,0.526
6,0,0.532
2,4,0.524
5,14,0.437
2,0,0.674
11,70,0.525
1,11,0.689
12,31,0.818
1,0,0.55
13,79,0.574
8,0,0.538
4,0,0.674
9,0,0.716
1,78,0.865
7,53,0.502
4,0,0.601
1,0,0.629
3,49,0.767
14,34,0.531
1,22,0.641
9,0,0.53
6,0,0.625
2,60,0.613
7,69,0.693
1,72,0.426
10,25,0.441
1,0,0.415
1,55,0.499
5,71,0.63
3,46,0.524
1,7,0.671
6,0,0.672
3,0,0.261
1,0,0.535
2,0,0.604
13,0,0.634
12,40,0.371
1,31,0.57
8,59,0.453
5,0,0.59
1,56,0.887
2,62,0.699
4,36,0.419
7,0,0.627
1,28,0.564
3,0,0.48
5,0,0.448
15,27,0.677
18,18,0.532
1,38,0.529
9,0,0.651
7,63,0.706
14,0,0.59
8,49,0.559
6,0,0.547
3,54,0.636
11,0,0.775
1,43,0.377
5,59,0.462
1,0,0.673
17,0,0.643
7,73,0.793
3,36,0.702
7,54,0.929
3,54,0.572
7,56,0.325
14,64,0.448
6,36,0.584
5,31,0.56
14,58,0.261
4,0,0.678
1,0,0.644
7,0,0.585
5,58,0.852
2,60,0.755
1,67,0.656
1,44,0.611
1,21,0.593
17,64,0.285
4,0,0.763
2,61,0.658
3,49,0.566
12,59,0.48
1,50,0.514
2,49,0.434
3,0,0.507
2,69,0.584
8,38,0.568
16,44,0.646
1,59,0.753
2,23,0.697
1,67,0.635
4,21,0.582
4,29,0.476
5,0,0.456
1,79,0.638
1,49,0.787
3,0,0.347
4,50,0.798
8,0,0.321
5,0,0.451
4,1,0.865
4,0,0.65
5,54,0.494
7,27,0.728
12,3,0.801
4,0,0.58
1,54,0.413
3,0,0.89
9,57,0.566
13,0,0.695
11,16,0.557
3,52,0.616
1,42,0.665
3,4,0.94
3,56,0.816
4,51,0.788
1,41,0.672
1,0,0.579
1,31,0.645
13,0,0.521
7,19,0.511
8,0,0.668
2,0,0.668
1,0,0.624
13,62,0.522
1,44,0.688
13,0,0.306
1,10,0.557
9,0,0.524
3,0,0.604
2,63,0.666
8,0,0.703
1,36,0.217
4,0,0.663
5,0,0.635
2,0,0.459
4,0,0.646
1,0,0.729
4,0,0.802
1,42,0.569
1,67,0.612
18,31,0.681
3,0,0.495
1,0,0.669
2,61,0.479
1,68,0.741
2,25,0.495
7,56,0.468
6,0,0.569
1,0,0.784
11,0,0.642
1,41,0.513
2,0,0.842
10,0,0.491
3,0,0.591
3,57,0.263
1,0,0.129
5,28,0.819
7,18,0.481
2,0,0.569
1,40,0.632
1,0,0.502
6,48,0.549
3,58,0.66
3,0,0.561
5,42,0.817
2,56,0.587
1,61,0.833
2,76,0.662
4,62,0.68
3,61,0.523
8,37,0.418
1,0,0.582
7,0,0.812
6,72,0.414
3,0,0.653
2,67,0.663
1,59,0.702
2,44,0.639
16,0,0.602
4,54,0.595
10,22,0.608
3,0,0.273
25,39,0.54
7,0,0.414
13,56,0.553
3,55,0.476
1,0,0.267
4,3,0.584
7,62,0.68
6,0,0.46
25,31,0.26
9,7,0.55
1,7,0.584
12,40,0.609
8,37,0.646
9,86,0.727
12,0,0.451
3,0,0.488
17,35,0.252
1,48,0.49
17,59,0.579
7,64,0.739
11,40,0.527
9,0,0.459
1,47,0.456
23,36,0.401
15,32,0.563
1,67,0.535
2,11,0.527
2,0,0.599
5,23,0.408
3,0,0.44
3,65,0.492
9,0,0.461
10,75,0.713
1,43,0.681
2,0,0.606
8,51,0.633
1,52,0.652
4,69,0.643
10,71,0.795
6,3,0.619
1,41,0.719
1,0,0.371
2,2,0.552
11,51,0.655
3,54,0.495
1,0,0.409
6,0,0.589
2,57,0.553
1,52,0.563
13,4,0.647
3,48,0.568
8,35,0.682
4,0,0.4
6,0,0.778
6,54,0.542
13,4,0.834
1,59,0.552
1,69,0.427
2,0,0.322
1,44,0.66
6,70,0.58
1,45,0.577
14,0,0.759
5,0,0.235
2,0,0.269
1,59,0.431
7,75,0.845
4,0,0.688
6,45,0.677
30,0,0.405
2,0,0.583
13,57,0.718
13,47,0.763
11,33,0.408
3,0,0.616
2,32,0.637
1,46,0.334
1,0,0.623
1,67,0.4
1,67,0.662
3,0,0.604
1,70,0.564
9,56,0.308
2,77,0.599
1,38,0.349
14,39,0.497
18,42,0.497
1,54,0.519
2,43,0.744
1,0,0.775
1,56,0.594
11,29,0.744
8,35,0.849
3,70,0.555
6,0,0.585
15,0,0.675
3,0,0.629
3,0,0.634
2,67,0.912
9,14,0.734
4,0,0.555
14,12,0.251
3,80,0.72
5,35,0.637
8,43,0.604
3,0,0.455
3,33,0.819
13,15,0.594
6,21,0.754
2,57,0.432
1,30,0.777
7,0,0.912
1,42,0.554
3,62,0.449
1,70,0.598
1,45,0.378
5,30,0.629
2,45,0.535
4,42,0.728
1,21,0.591
1,37,0.507
2,70,0.644
7,36,0.762
1,34,0.851
20,0,0.677
7,0,0.787
4,51,0.536
9,0,0.438
1,57,0.81
1,71,0.739
3,0,0.753
3,48,0.618
4,0,0.829
1,34,0.61
2,0,0.32
2,53,0.537
8,51,0.669
2,5,0.671
1,0,0.544
1,50,0.85
2,32,0.713
1,0,0.412
1,43,0.435
2,34,0.87
15,0,0.696
2,44,0.588
1,62,0.63
13,41,0.409
5,64,0.597
5,0,0.682
5,53,0.663
4,0,0.712
1,0,0.673
1,84,0.545
10,52,0.637
1,57,0.575
1,0,0.334
2,59,0.802
2,62,0.772
7,0,0.75
10,42,0.512
5,59,0.822
4,21,0.707
17,38,0.569
3,34,0.789
2,54,0.576
6,0,0.74
1,69,0.869
3,5,0.853
3,61,0.625
1,33,0.641
1,60,0.739
1,0,0.785
13,40,0.739
4,48,0.638
1,48,0.852
1,17,0.5
6,62,0.689
10,0,0.827
6,77,0.725
9,0,0.745
1,0,0.68
3,73,0.561
4,0,0.687
1,75,0.622
4,0,0.822
3,7,0.632
3,0,0.269
7,0,0.485
2,0,0.7
2,45,0.487
5,0,0.82
2,51,0.412
1,79,0.425
3,47,0.393
1,51,0.761
8,0,0.695
1,33,0.536
2,56,0.486
10,0,0.78
4,57,0.522
1,69,0.555
3,0,0.551
1,77,0.633
2,50,0.467
1,0,0.627
1,24,0.394
5,70,0.593
7,0,0.48
4,51,0.474
10,70,0.243
43,60,0.593
5,29,0.521
5,49,0.259
3,39,0.598
1,42,0.271
1,0,0.609
3,0,0.563
3,39,0.451
1,0,0.684
3,31,0.697
13,37,0.474
2,70,0.656
1,1,0.785
6,0,0.433
1,81,0.652
3,29,0.579
1,6,0.474
10,43,0.561
2,0,0.745
18,58,0.724
1,12,0.493
8,0,0.555
9,12,0.672
18,43,0.549
4,7,0.684
16,36,0.387
1,0,0.556
17,78,0.712
5,25,0.556
1,14,0.337
2,61,0.539
6,44,0.339
10,0,0.675
1,1,0.674
5,0,0.642
4,46,0.717
12,0,0.736
7,0,0.618
4,41,0.53
2,0,0.593
4,72,0.371
11,40,0.737
14,13,0.565
2,12,0.749
8,18,0.7
1,29,0.738
13,0,0.74
7,40,0.669
12,74,0.833
2,39,0.742
8,66,0.751
1,0,0.654
1,69,0.687
7,39,0.702
3,48,0.475
1,0,0.661
1,44,0.672
1,0,0.455
6,0,0.721
1,0,0.501
1,0,0.708
7,46,0.577
1,67,0.441
1,47,0.653
2,0,0.832
15,0,0.46
2,0,0.412
8,54,0.519
8,0,0.46
21,3,0.563
3,0,0.646
22,33,0.763
11,0,0.601
5,23,0.578
26,6,0.28
2,0,0.784
5,53,0.731
3,0,0.605
2,0,0.633
5,55,0.383
8,0,0.765
6,55,0.785
8,66,0.482
1,36,0.75
10,21,0.573
6,7,0.417
2,52,0.418
3,38,0.772
1,0,0.603
1,39,0.848
3,8,0.499
2,47,0.539
2,30,0.797
2,0,0.601
4,72,0.657
7,64,0.401
10,76,0.408
7,41,0.734
3,1,0.669
4,14,0.634
1,0,0.498
1,65,0.372
10,0,0.582
3,51,0.678
8,0,0.617
1,38,0.795
2,35,0.463
2,71,0.277
2,71,0.665
4,0,0.298
3,0,0.509
4,60,0.377
3,0,0.605
1,47,0.595
7,30,0.63
1,73,0.651
6,11,0.58
1,62,0.639
7,42,0.735
1,10,0.805
1,14,0.774
5,52,0.419
11,1,0.214
9,45,0.754
8,75,0.69
4,67,0.703
2,51,0.753
2,4,0.619
3,0,0.668
9,0,0.74
6,50,0.728
9,60,0.671
10,25,0.702
7,0,0.578
1,50,0.604
3,17,0.605
1,0,0.756
2,65,0.419
2,0,0.578
7,45,0.967
14,62,0.818
12,74,0.851
7,39,0.622
7,68,0.763
4,37,0.717
8,2,0.692
9,0,0.679
1,65,0.683
1,0,0.581
3,2,0.54
2,0,0.648
10,16,0.18
4,0,0.643
6,0,0.53
6,0,0.756
8,54,0.576
17,17,0.691
5,62,0.697
6,47,0.628
2,0,0.658
5,0,0.713
2,44,0.678
19,60,0.297
2,0,0.854
14,0,0.325
2,83,0.466
1,39,0.782
3,0,0.409
3,15,0.66
1,69,0.685
3,44,0.648
2,59,0.702
4,14,0.557
19,0,0.883
11,0,0.687
2,46,0.562
1,28,0.78
1,21,0.408
22,0,0.307
2,49,0.673
15,0,0.5
11,25,0.254
1,60,0.582
1,14,0.702
10,68,0.523
1,0,0.669
15,18,0.613
2,0,0.376
1,65,0.612
1,35,0.568
5,65,0.574
1,18,0.354
1,65,0.542
11,34,0.675
21,17,0.469
1,62,0.366
7,56,0.536
16,52,0.831
6,0,0.603
10,49,0.702
4,35,0.793
7,0,0.867
1,0,0.546
1,47,0.59
3,49,0.17
6,41,0.351
1,56,0.639
5,60,0.665
5,67,0.401
2,44,0.684
5,57,0.651
9,75,0.638
19,61,0.408
4,0,0.56
6,36,0.724
1,28,0.629
1,74,0.756
12,27,0.647
6,52,0.435
1,74,0.649
1,62,0.753
3,63,0.577
8,0,0.128
7,45,0.538
3,0,0.687
6,17,0.871
8,0,0.27
5,59,0.518
1,41,0.429
10,0,0.63
2,56,0.579
1,37,0.685
9,27,0.785
2,0,0.566
13,15,0.727
3,20,0.436
12,13,0.367
3,18,0.848
7,47,0.643
10,0,0.424
2,0,0.747
4,0,0.526
2,65,0.51
1,77,0.851
1,56,0.645
6,1,0.661
1,0,0.799
2,43,0.67
1,22,0.6
5,47,0.628
7,48,0.711
2,18,0.674
8,64,0.824
1,74,0.64
1,0,0.607
2,0,0.427
4,50,0.72
5,0,0.744
1,0,0.552
1,41,0.361
6,0,0.583
2,0,0.643
1,0,0.359
4,77,0.795
4,72,0.801
12,0,0.439
4,0,0.787
8,76,0.664
4,42,0.782
3,51,0.725
1,64,0.698
6,44,0.471
3,58,0.588
3,56,0.697
3,46,0.631
10,21,0.558
1,0,0.698
4,0,0.584
1,54,0.745
1,0,0.695
1,0,0.485
8,0,0.636
1,73,0.698
7,49,0.545
1,56,0.882
6,0,0.578
3,0,0.407
4,57,0.717
3,40,0.45
1,81,0.529
1,54,0.743
1,66,0.686
3,76,0.52
6,0,0.54
1,64,0.685
4,54,0.563
6,0,0.722
6,23,0.722
3,32,0.733
1,0,0.596
4,0,0.439
1,0,0.517
1,59,0.682
3,0,0.367
2,68,0.502
2,0,0.572
2,0,0.71
1,58,0.563
2,0,0.57
1,0,0.649
1,0,0.768
6,83,0.596
1,58,0.563
3,71,0.659
7,72,0.707
5,77,0.555
5,44,0.298
1,54,0.732
3,50,0.813
1,54,0.663
16,0,0.719
13,0,0.759
6,37,0.714
1,47,0.628
4,59,0.39
4,80,0.817
2,0,0.644
11,0,0.433
2,36,0.444
3,40,0.385
1,40,0.629
1,0,0.334
3,62,0.561
7,27,0.606
3,0,0.66
2,39,0.561
9,39,0.375
11,53,0.423
5,77,0.555
9,0,0.716
9,0,0.612
1,56,0.579
3,44,0.816
3,0,0.495
1,60,0.596
9,0,0.592
1,76,0.583
2,64,0.783
6,54,0.759
4,0,0.49
2,71,0.706
8,0,0.529
1,0,0.576
10,23,0.616
1,38,0.612
6,0,0.564
3,49,0.578
1,39,0.891
9,0,0.767
2,56,0.422
6,65,0.698
10,0,0.397
14,38,0.756
2,0,0.653
1,46,0.91
4,0,0.625
2,67,0.598
2,79,0.814
8,0,0.405
1,0,0.701
7,0,0.254
4,0,0.726
2,67,0.646
1,53,0.878
2,64,0.702
1,75,0.537
2,69,0.635
3,50,0.601
2,77,0.929
3,0,0.893
2,52,0.634
2,68,0.641
6,54,0.839
1,39,0.663
1,57,0.851
1,45,0.753
1,0,0.727
10,45,0.562
2,55,0.786
6,0,0.366
4,76,0.797
2,50,0.779
9,47,0.751
1,0,0.727
12,61,0.683
1,34,0.808
5,60,0.472
1,43,0.511
1,39,0.909
1,43,0.671
2,0,0.561
1,76,0.785
9,50,0.337
1,31,0.816
1,0,0.696
1,76,0.785
1,0,0.785
1,0,0.454
3,83,0.743
3,83,0.743
1,0,0.716
1,39,0.608
6,0,0.225
2,79,0.811
1,58,0.571
2,56,0.28
2,0,0.811
2,74,0.357
9,56,0.702
11,34,0.866
4,63,0.396
6,53,0.417
9,73,0.562
1,0,0.196
10,73,0.405
1,51,0.68
7,32,0.429
3,45,0.671
2,64,0.542
10,80,0.731
3,70,0.85
1,45,0.545
1,87,0.5
1,58,0.573
2,61,0.695
10,36,0.628
5,73,0.557
3,0,0.549
3,70,0.889
2,71,0.67
1,57,0.521
12,60,0.244
4,76,0.33
3,75,0.653
1,71,0.515
2,83,0.5
11,41,0.641
4,64,0.826
9,53,0.705
1,0,0.603
4,41,0.696
5,0,0.604
5,59,0.551
7,60,0.681
1,26,0.816
6,27,0.823
2,76,0.306
3,67,0.78
3,34,0.76
1,0,0.39
2,2,0.458
1,77,0.529
1,0,0.478
1,51,0.777
2,78,0.454
4,67,0.71
8,83,0.751
1,42,0.719
8,42,0.648
1,81,0.554
3,0,0.703
1,61,0.54
1,50,0.716
5,67,0.815
4,48,0.73
3,52,0.655
2,57,0.676
4,67,0.445
8,77,0.5
12,57,0.746
1,34,0.723
4,49,0.624
1,49,0.661
1,61,0.725
6,62,0.517
2,65,0.583
4,13,0.86
7,49,0.694
1,63,0.651
6,72,0.728
9,1,0.546
6,67,0.464
1,46,0.639
12,68,0.347
1,39,0.334
1,60,0.646
2,1,0.867
1,0,0.592
1,76,0.704
1,35,0.424
2,75,0.758
1,0,0.642
1,68,0.619
13,23,0.723
2,64,0.474
4,65,0.419
7,51,0.544
5,60,0.708
6,66,0.497
1,68,0.705
1,69,0.82
18,0,0.718
6,72,0.729
1,70,0.837
13,32,0.435
5,53,0.529
5,56,0.415
3,0,0.559
3,0,0.696
5,53,0.706
3,72,0.466
3,41,0.501
7,60,0.65
1,35,0.644
2,73,0.497
3,81,0.776
1,61,0.727
1,37,0.421
22,0,0.542
1,0,0.652
3,56,0.622
10,33,0.218
18,54,0.71
1,36,0.695
7,63,0.804
8,28,0.436
1,62,0.786
13,84,0.388
1,44,0.714
5,50,0.613
6,42,0.653
1,22,0.596
3,74,0.589
10,39,0.645
11,43,0.478
6,66,0.732
4,63,0.656
1,6,0.0994
3,78,0.489
6,72,0.579
9,28,0.535
12,56,0.594
2,69,0.637
2,67,0.691
2,57,0.74
5,71,0.546
1,83,0.377
13,37,0.628
2,2,0.539
3,0,0.47
3,66,0.435
3,66,0.435
1,17,0.59
12,43,0.636
4,60,0.651
4,23,0.394
10,36,0.385
1,41,0.53
4,52,0.618
5,66,0.197
6,37,0.543
8,0,0.483
2,72,0.419
6,78,0.445
1,77,0.763
3,79,0.333
2,87,0.543
1,0,0.405
1,75,0.814
5,73,0.653
6,45,0.463
6,0,0.503
1,0,0.377
1,79,0.482
2,68,0.579
1,19,0.391
1,58,0.551
11,53,0.594
1,60,0.785
6,78,0.445
11,72,0.354
9,60,0.593
9,68,0.593
4,72,0.415
5,75,0.791
1,64,0.435
1,39,0.591
1,35,0.484
2,69,0.543
6,36,0.816
1,0,0.748
7,64,0.461
1,82,0.749
10,42,0.664
8,37,0.619
8,54,0.778
1,52,0.637
1,56,0.591
7,32,0.662
1,43,0.831
1,52,0.542
5,64,0.681
6,70,0.472
2,67,0.68
8,48,0.691
3,51,0.707
8,41,0.312
1,56,0.627
10,71,0.43
6,42,0.552
4,36,0.741
6,80,0.737
10,75,0.441
2,73,0.404
1,0,0.645
1,41,0.59
3,61,0.768
16,24,0.616
9,25,0.365
7,74,0.794
5,37,0.502
5,4,0.434
4,55,0.596
5,65,0.545
12,39,0.402
4,33,0.742
1,78,0.445
11,0,0.51
8,63,0.387
11,36,0.715
4,75,0.475
1,24,0.459
1,0,0.496
3,72,0.308
1,30,0.258
7,0,0.461
4,13,0.624
5,49,0.632
2,29,0.357
4,47,0.687
2,41,0.584
9,0,0.219
16,41,0.469
4,39,0.751
2,27,0.561
7,39,0.655
9,55,0.716
11,28,0.577
4,0,0.388
10,3,0.57
1,65,0.669
1,45,0.544
1,0,0.23
8,12,0.43
1,52,0.471
9,14,0.442
1,70,0.489
1,45,0.574
3,51,0.566
7,0,0.548
9,42,0.359
4,66,0.564
1,53,0.417
10,49,0.575
2,53,0.777
1,65,0.637
6,41,0.623
2,0,0.562
2,52,0.705
9,0,0.454
7,38,0.523
1,29,0.647
13,39,0.249
2,77,0.575
1,61,0.558
2,73,0.406
1,0,0.55
5,81,0.654
11,0,0.532
1,81,0.645
1,46,0.633
3,79,0.659
2,54,0.392
2,68,0.613
4,70,0.49
2,80,0.716
7,61,0.828
1,63,0.303
7,70,0.431
2,52,0.507
1,57,0.439
2,53,0.66
1,37,0.783
4,0,0.303
1,67,0.305
2,65,0.703
4,74,0.365
10,43,0.658
1,0,0.634
7,26,0.691
3,72,0.45
4,0,0.675
1,0,0.601
5,31,0.556
1,0,0.268
1,69,0.886
1,39,0.833
1,49,0.266
3,72,0.419
1,38,0.582
3,24,0.59
1,67,0.589
6,15,0.736
2,59,0.564
1,82,0.531
4,69,0.388
7,0,0.622
1,0,0.739
1,16,0.45
1,54,0.783
1,39,0.425
8,50,0.639
15,13,0.526
5,63,0.584
1,40,0.37
3,38,0.432
3,9,0.699
1,68,0.562
13,0,0.529
2,25,0.724
6,66,0.311
6,67,0.691
1,44,0.749
1,62,0.293
3,53,0.582
4,0,0.287
1,30,0.541
9,44,0.685
1,52,0.526
1,9,0.399
4,46,0.514
3,62,0.63
1,54,0.563
20,55,0.596
9,32,0.261
1,83,0.769
1,0,0.524
23,51,0.489
6,54,0.658
6,50,0.703
2,54,0.408
5,39,0.4
16,57,0.386
1,48,0.473
5,77,0.438
3,64,0.515
16,0,0.631
3,40,0.548
1,55,0.393
1,73,0.638
2,73,0.504
4,0,0.441
1,29,0.613
6,65,0.605
6,79,0.584
6,67,0.687
4,66,0.59
1,44,0.318
1,74,0.803
7,48,0.477
6,25,0.583
1,65,0.598
7,42,0.673
1,49,0.715
1,72,0.516
1,70,0.618
8,7,0.617
6,46,0.675
2,33,0.747
1,16,0.453
11,59,0.708
6,0,0.418
4,30,0.278
1,0,0.667
4,10,0.778
1,72,0.629
9,69,0.636
12,37,0.367
2,1,0.661
1,48,0.505
3,72,0.883
3,63,0.691
1,70,0.366
12,58,0.381
5,33,0.619
7,37,0.803
12,64,0.659
61,0,0.592
5,61,0.507
6,39,0.584
1,0,0.739
6,49,0.462
2,30,0.412
1,74,0.816
1,37,0.654
11,52,0.526
1,66,0.54
1,43,0.515
1,49,0.431
14,49,0.431
1,35,0.228
12,57,0.608
1,67,0.57
1,58,0.516
2,28,0.568
1,35,0.545
1,0,0.343
7,0,0.168
6,0,0.789
7,79,0.274
7,11,0.222
1,0,0.524
13,55,0.569
2,72,0.521
1,63,0.645
11,59,0.566
7,68,0.747
2,61,0.676
6,61,0.664
5,0,0.858
